LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
PRT;GDP;TOT;USD_CAP;A;1994;1354983138;E
PRT;GDP;TOT;USD_CAP;A;1995;1438556214;
PRT;GDP;TOT;USD_CAP;A;1996;1490262321;
PRT;GDP;TOT;USD_CAP;A;1997;1579101884;
PRT;GDP;TOT;USD_CAP;A;1998;1669154737;
PRT;GDP;TOT;USD_CAP;A;1999;1772351132;
PRT;GDP;TOT;USD_CAP;A;2000;1888690125;
PRT;GDP;TOT;USD_CAP;A;2001;1954066068;
PRT;GDP;TOT;USD_CAP;A;2002;203677387;
PRT;GDP;TOT;USD_CAP;A;2003;2084092739;
PRT;GDP;TOT;USD_CAP;A;2004;2147554341;
PRT;GDP;TOT;USD_CAP;A;2005;2273966382;
PRT;GDP;TOT;USD_CAP;A;2006;2465534046;
PRT;GDP;TOT;USD_CAP;A;2007;2570586215;
PRT;GDP;TOT;USD_CAP;A;2008;2663149833;
PRT;GDP;TOT;USD_CAP;A;2009;2646923175;
PRT;GDP;TOT;USD_CAP;A;2010;2730818967;
PRT;GDP;TOT;USD_CAP;A;2011;2678013068;
PRT;GDP;TOT;USD_CAP;A;2012;2645422685;
PRT;GDP;TOT;USD_CAP;A;2013;2789947614;
PRT;GDP;TOT;USD_CAP;A;2014;2874652581;
PRT;GDP;TOT;USD_CAP;A;2015;2968463659;
PRT;GDP;TOT;USD_CAP;A;2016;3104187337;
SVK;GDP;TOT;USD_CAP;A;1992;7145744047;E
SVK;GDP;TOT;USD_CAP;A;1993;7428932678;E
SVK;GDP;TOT;USD_CAP;A;1994;8025411467;E
SVK;GDP;TOT;USD_CAP;A;1995;8645877571;
SVK;GDP;TOT;USD_CAP;A;1996;9360253763;
SVK;GDP;TOT;USD_CAP;A;1997;1006803825;
SVK;GDP;TOT;USD_CAP;A;1998;1061256587;
SVK;GDP;TOT;USD_CAP;A;1999;1070151806;
SVK;GDP;TOT;USD_CAP;A;2000;1133145202;
SVK;GDP;TOT;USD_CAP;A;2001;1236984014;
SVK;GDP;TOT;USD_CAP;A;2002;1329017514;
SVK;GDP;TOT;USD_CAP;A;2003;1412407788;
SVK;GDP;TOT;USD_CAP;A;2004;1515972796;
SVK;GDP;TOT;USD_CAP;A;2005;1657206371;
SVK;GDP;TOT;USD_CAP;A;2006;1880213802;
SVK;GDP;TOT;USD_CAP;A;2007;2107906032;
SVK;GDP;TOT;USD_CAP;A;2008;2357493219;
SVK;GDP;TOT;USD_CAP;A;2009;2292577712;
SVK;GDP;TOT;USD_CAP;A;2010;2478509488;
SVK;GDP;TOT;USD_CAP;A;2011;2583633899;
SVK;GDP;TOT;USD_CAP;A;2012;2665400879;
SVK;GDP;TOT;USD_CAP;A;2013;2789962134;
SVK;GDP;TOT;USD_CAP;A;2014;2892817644;
SVK;GDP;TOT;USD_CAP;A;2015;2969953505;
SVK;GDP;TOT;USD_CAP;A;2016;3089595421;
ESP;GDP;TOT;USD_CAP;A;1970;2757019271;E
ESP;GDP;TOT;USD_CAP;A;1971;3003620913;E
ESP;GDP;TOT;USD_CAP;A;1972;3358573745;E
ESP;GDP;TOT;USD_CAP;A;1973;3784310077;E
ESP;GDP;TOT;USD_CAP;A;1974;4314842226;E
ESP;GDP;TOT;USD_CAP;A;1975;4690956165;E
ESP;GDP;TOT;USD_CAP;A;1976;5052589737;E
ESP;GDP;TOT;USD_CAP;A;1977;5453603692;E
ESP;GDP;TOT;USD_CAP;A;1978;585641353;E
ESP;GDP;TOT;USD_CAP;A;1979;6288506096;E
ESP;GDP;TOT;USD_CAP;A;1980;6932886123;E
ESP;GDP;TOT;USD_CAP;A;1981;7532447859;E
ESP;GDP;TOT;USD_CAP;A;1982;8054187262;E
ESP;GDP;TOT;USD_CAP;A;1983;8477810152;E
ESP;GDP;TOT;USD_CAP;A;1984;8903991346;E
ESP;GDP;TOT;USD_CAP;A;1985;936431915;E
ESP;GDP;TOT;USD_CAP;A;1986;9833746969;E
ESP;GDP;TOT;USD_CAP;A;1987;1060970815;E
ESP;GDP;TOT;USD_CAP;A;1988;1151817448;E
ESP;GDP;TOT;USD_CAP;A;1989;1252324917;E
ESP;GDP;TOT;USD_CAP;A;1990;1346284023;E
ESP;GDP;TOT;USD_CAP;A;1991;1424720941;E
ESP;GDP;TOT;USD_CAP;A;1992;146729871;E
ESP;GDP;TOT;USD_CAP;A;1993;1483326075;E
ESP;GDP;TOT;USD_CAP;A;1994;1548329957;E
ESP;GDP;TOT;USD_CAP;A;1995;1622037991;
ESP;GDP;TOT;USD_CAP;A;1996;1691847912;
ESP;GDP;TOT;USD_CAP;A;1997;1787214667;
ESP;GDP;TOT;USD_CAP;A;1998;1903376532;
ESP;GDP;TOT;USD_CAP;A;1999;1991564327;
ESP;GDP;TOT;USD_CAP;A;2000;2154105519;
ESP;GDP;TOT;USD_CAP;A;2001;2295819946;
ESP;GDP;TOT;USD_CAP;A;2002;2436774311;
ESP;GDP;TOT;USD_CAP;A;2003;2505088916;
ESP;GDP;TOT;USD_CAP;A;2004;2621839005;
ESP;GDP;TOT;USD_CAP;A;2005;2769644668;
ESP;GDP;TOT;USD_CAP;A;2006;308408106;
ESP;GDP;TOT;USD_CAP;A;2007;3259042063;
ESP;GDP;TOT;USD_CAP;A;2008;3344250046;
ESP;GDP;TOT;USD_CAP;A;2009;3238779474;
ESP;GDP;TOT;USD_CAP;A;2010;3193298815;
ESP;GDP;TOT;USD_CAP;A;2011;3207268837;
ESP;GDP;TOT;USD_CAP;A;2012;3199280352;
ESP;GDP;TOT;USD_CAP;A;2013;3262265998;
ESP;GDP;TOT;USD_CAP;A;2014;3372836272;
ESP;GDP;TOT;USD_CAP;A;2015;3505449329;
ESP;GDP;TOT;USD_CAP;A;2016;367425061;P
SWE;GDP;TOT;USD_CAP;A;1970;483252014;E
SWE;GDP;TOT;USD_CAP;A;1971;5090641402;E
SWE;GDP;TOT;USD_CAP;A;1972;5416193838;E
SWE;GDP;TOT;USD_CAP;A;1973;5928736127;E
SWE;GDP;TOT;USD_CAP;A;1974;6649307812;E
SWE;GDP;TOT;USD_CAP;A;1975;7422484052;E
SWE;GDP;TOT;USD_CAP;A;1976;7884956359;E
SWE;GDP;TOT;USD_CAP;A;1977;8212226894;E
SWE;GDP;TOT;USD_CAP;A;1978;8917880088;E
SWE;GDP;TOT;USD_CAP;A;1979;1000564496;E
SWE;GDP;TOT;USD_CAP;A;1980;1107355429;E
SWE;GDP;TOT;USD_CAP;A;1981;1216185029;E
SWE;GDP;TOT;USD_CAP;A;1982;1306662668;E
SWE;GDP;TOT;USD_CAP;A;1983;138298485;E
SWE;GDP;TOT;USD_CAP;A;1984;1492050056;E
SWE;GDP;TOT;USD_CAP;A;1985;1570040375;E
SWE;GDP;TOT;USD_CAP;A;1986;1640835039;E
SWE;GDP;TOT;USD_CAP;A;1987;1732002197;E
SWE;GDP;TOT;USD_CAP;A;1988;1830699819;E
SWE;GDP;TOT;USD_CAP;A;1989;1939869143;E
SWE;GDP;TOT;USD_CAP;A;1990;2012036898;E
SWE;GDP;TOT;USD_CAP;A;1991;2042401568;E
SWE;GDP;TOT;USD_CAP;A;1992;2052595298;E
SWE;GDP;TOT;USD_CAP;A;1993;2045857607;
SWE;GDP;TOT;USD_CAP;A;1994;2159577526;
SWE;GDP;TOT;USD_CAP;A;1995;2281493188;
SWE;GDP;TOT;USD_CAP;A;1996;236340216;
SWE;GDP;TOT;USD_CAP;A;1997;2449671842;
SWE;GDP;TOT;USD_CAP;A;1998;2554465792;
SWE;GDP;TOT;USD_CAP;A;1999;2718128134;
SWE;GDP;TOT;USD_CAP;A;2000;2932073074;
SWE;GDP;TOT;USD_CAP;A;2001;2967911205;
SWE;GDP;TOT;USD_CAP;A;2002;3063621689;
SWE;GDP;TOT;USD_CAP;A;2003;3151303157;
SWE;GDP;TOT;USD_CAP;A;2004;3356742201;
SWE;GDP;TOT;USD_CAP;A;2005;3400599929;
SWE;GDP;TOT;USD_CAP;A;2006;3746363638;
SWE;GDP;TOT;USD_CAP;A;2007;4062811323;
SWE;GDP;TOT;USD_CAP;A;2008;4190429807;
SWE;GDP;TOT;USD_CAP;A;2009;3969504087;
SWE;GDP;TOT;USD_CAP;A;2010;416327998;
SWE;GDP;TOT;USD_CAP;A;2011;4380856365;
SWE;GDP;TOT;USD_CAP;A;2012;4477426366;
SWE;GDP;TOT;USD_CAP;A;2013;4572189742;
SWE;GDP;TOT;USD_CAP;A;2014;4657250561;
SWE;GDP;TOT;USD_CAP;A;2015;4843690482;
SWE;GDP;TOT;USD_CAP;A;2016;490839897;
CHE;GDP;TOT;USD_CAP;A;1970;713985558;E
CHE;GDP;TOT;USD_CAP;A;1971;7713613285;E
CHE;GDP;TOT;USD_CAP;A;1972;8229258261;E
CHE;GDP;TOT;USD_CAP;A;1973;8889716889;E
CHE;GDP;TOT;USD_CAP;A;1974;9801965254;E
CHE;GDP;TOT;USD_CAP;A;1975;1001743348;E
CHE;GDP;TOT;USD_CAP;A;1976;1053589604;E
CHE;GDP;TOT;USD_CAP;A;1977;1149351746;E
CHE;GDP;TOT;USD_CAP;A;1978;1232078717;E
CHE;GDP;TOT;USD_CAP;A;1979;1363608945;E
CHE;GDP;TOT;USD_CAP;A;1980;1546829843;
CHE;GDP;TOT;USD_CAP;A;1981;1708550245;
CHE;GDP;TOT;USD_CAP;A;1982;1779815184;
CHE;GDP;TOT;USD_CAP;A;1983;185711433;
CHE;GDP;TOT;USD_CAP;A;1984;1974939514;
CHE;GDP;TOT;USD_CAP;A;1985;2103133179;
CHE;GDP;TOT;USD_CAP;A;1986;2172191357;
CHE;GDP;TOT;USD_CAP;A;1987;2245451649;
CHE;GDP;TOT;USD_CAP;A;1988;2381949905;
CHE;GDP;TOT;USD_CAP;A;1989;2562746827;
CHE;GDP;TOT;USD_CAP;A;1990;272667269;
CHE;GDP;TOT;USD_CAP;A;1991;2759042893;
CHE;GDP;TOT;USD_CAP;A;1992;2795087772;
CHE;GDP;TOT;USD_CAP;A;1993;2838994211;
CHE;GDP;TOT;USD_CAP;A;1994;29164.08;
CHE;GDP;TOT;USD_CAP;A;1995;2967161775;
CHE;GDP;TOT;USD_CAP;A;1996;3029056556;
CHE;GDP;TOT;USD_CAP;A;1997;3153890843;
CHE;GDP;TOT;USD_CAP;A;1998;3263989392;
CHE;GDP;TOT;USD_CAP;A;1999;3350530114;
CHE;GDP;TOT;USD_CAP;A;2000;3543419139;
CHE;GDP;TOT;USD_CAP;A;2001;3652241071;
CHE;GDP;TOT;USD_CAP;A;2002;3746638184;
CHE;GDP;TOT;USD_CAP;A;2003;3746329001;
CHE;GDP;TOT;USD_CAP;A;2004;389131477;
CHE;GDP;TOT;USD_CAP;A;2005;4032687635;
CHE;GDP;TOT;USD_CAP;A;2006;4485941676;
CHE;GDP;TOT;USD_CAP;A;2007;495002375;
CHE;GDP;TOT;USD_CAP;A;2008;5236264918;
CHE;GDP;TOT;USD_CAP;A;2009;5156456759;
CHE;GDP;TOT;USD_CAP;A;2010;5285984814;
CHE;GDP;TOT;USD_CAP;A;2011;5618381787;
CHE;GDP;TOT;USD_CAP;A;2012;5784960172;
CHE;GDP;TOT;USD_CAP;A;2013;6010854053;
CHE;GDP;TOT;USD_CAP;A;2014;6190216174;
CHE;GDP;TOT;USD_CAP;A;2015;6393895824;
CHE;GDP;TOT;USD_CAP;A;2016;6421584264;
TUR;GDP;TOT;USD_CAP;A;1970;1775702738;E
TUR;GDP;TOT;USD_CAP;A;1971;1920975899;E
TUR;GDP;TOT;USD_CAP;A;1972;2099666922;E
TUR;GDP;TOT;USD_CAP;A;1973;2230501446;E
TUR;GDP;TOT;USD_CAP;A;1974;2503826465;E
TUR;GDP;TOT;USD_CAP;A;1975;2855755174;E
TUR;GDP;TOT;USD_CAP;A;1976;3260074936;E
TUR;GDP;TOT;USD_CAP;A;1977;3507423873;E
TUR;GDP;TOT;USD_CAP;A;1978;3732680772;E
TUR;GDP;TOT;USD_CAP;A;1979;3934976842;E
TUR;GDP;TOT;USD_CAP;A;1980;4099969493;E
TUR;GDP;TOT;USD_CAP;A;1981;4591937736;E
TUR;GDP;TOT;USD_CAP;A;1982;4925184934;E
TUR;GDP;TOT;USD_CAP;A;1983;524042237;E
TUR;GDP;TOT;USD_CAP;A;1984;5651511037;E
TUR;GDP;TOT;USD_CAP;A;1985;5928176571;E
TUR;GDP;TOT;USD_CAP;A;1986;6324240389;E
TUR;GDP;TOT;USD_CAP;A;1987;6974673259;E
TUR;GDP;TOT;USD_CAP;A;1988;7249497079;E
TUR;GDP;TOT;USD_CAP;A;1989;7423884533;E
TUR;GDP;TOT;USD_CAP;A;1990;8272936838;E
TUR;GDP;TOT;USD_CAP;A;1991;848797025;E
TUR;GDP;TOT;USD_CAP;A;1992;9050601905;E
TUR;GDP;TOT;USD_CAP;A;1993;9849903259;E
TUR;GDP;TOT;USD_CAP;A;1994;9362012013;E
TUR;GDP;TOT;USD_CAP;A;1995;1008810694;E
TUR;GDP;TOT;USD_CAP;A;1996;1081030118;E
TUR;GDP;TOT;USD_CAP;A;1997;1164131513;E
TUR;GDP;TOT;USD_CAP;A;1998;8930799866;
TUR;GDP;TOT;USD_CAP;A;1999;8608417262;
TUR;GDP;TOT;USD_CAP;A;2000;9432853962;
TUR;GDP;TOT;USD_CAP;A;2001;9082035216;
TUR;GDP;TOT;USD_CAP;A;2002;9207886408;
TUR;GDP;TOT;USD_CAP;A;2003;949134279;
TUR;GDP;TOT;USD_CAP;A;2004;1074587086;
TUR;GDP;TOT;USD_CAP;A;2005;1177298891;
TUR;GDP;TOT;USD_CAP;A;2006;1349620018;
TUR;GDP;TOT;USD_CAP;A;2007;1471543023;
TUR;GDP;TOT;USD_CAP;A;2008;1590107695;
TUR;GDP;TOT;USD_CAP;A;2009;1533323286;
TUR;GDP;TOT;USD_CAP;A;2010;1726449798;
TUR;GDP;TOT;USD_CAP;A;2011;1951718146;
TUR;GDP;TOT;USD_CAP;A;2012;2054929308;E
TUR;GDP;TOT;USD_CAP;A;2013;2231440367;E
TUR;GDP;TOT;USD_CAP;A;2014;2415880637;E
TUR;GDP;TOT;USD_CAP;A;2015;2598621094;E
TUR;GDP;TOT;USD_CAP;A;2016;26676646;E
GBR;GDP;TOT;USD_CAP;A;1960;2186298678;
GBR;GDP;TOT;USD_CAP;A;1961;2248226997;
GBR;GDP;TOT;USD_CAP;A;1962;2296179887;
GBR;GDP;TOT;USD_CAP;A;1963;2419069763;
GBR;GDP;TOT;USD_CAP;A;1964;2563492244;
GBR;GDP;TOT;USD_CAP;A;1965;2694142395;
GBR;GDP;TOT;USD_CAP;A;1966;2834567525;
GBR;GDP;TOT;USD_CAP;A;1967;2976523362;
GBR;GDP;TOT;USD_CAP;A;1968;3268199673;
GBR;GDP;TOT;USD_CAP;A;1969;3507172729;
GBR;GDP;TOT;USD_CAP;A;1970;3555583223;
GBR;GDP;TOT;USD_CAP;A;1971;3845530241;
GBR;GDP;TOT;USD_CAP;A;1972;4171741374;
GBR;GDP;TOT;USD_CAP;A;1973;4676250945;
GBR;GDP;TOT;USD_CAP;A;1974;4970341667;
GBR;GDP;TOT;USD_CAP;A;1975;535135338;
GBR;GDP;TOT;USD_CAP;A;1976;5811190408;
GBR;GDP;TOT;USD_CAP;A;1977;6325980516;
GBR;GDP;TOT;USD_CAP;A;1978;7056951193;
GBR;GDP;TOT;USD_CAP;A;1979;7919635593;
GBR;GDP;TOT;USD_CAP;A;1980;844640441;
GBR;GDP;TOT;USD_CAP;A;1981;9169777553;
GBR;GDP;TOT;USD_CAP;A;1982;994388246;
GBR;GDP;TOT;USD_CAP;A;1983;1076484693;
GBR;GDP;TOT;USD_CAP;A;1984;1138827908;
GBR;GDP;TOT;USD_CAP;A;1985;1220992619;
GBR;GDP;TOT;USD_CAP;A;1986;1281551713;
GBR;GDP;TOT;USD_CAP;A;1987;1380004267;
GBR;GDP;TOT;USD_CAP;A;1988;1507825443;
GBR;GDP;TOT;USD_CAP;A;1989;1602664776;
GBR;GDP;TOT;USD_CAP;A;1990;1670114244;
GBR;GDP;TOT;USD_CAP;A;1991;1701856911;
GBR;GDP;TOT;USD_CAP;A;1992;1742720563;
GBR;GDP;TOT;USD_CAP;A;1993;1825002792;
GBR;GDP;TOT;USD_CAP;A;1994;1931343724;
GBR;GDP;TOT;USD_CAP;A;1995;2043268843;
GBR;GDP;TOT;USD_CAP;A;1996;2176111834;
GBR;GDP;TOT;USD_CAP;A;1997;2296047981;
GBR;GDP;TOT;USD_CAP;A;1998;2352004503;
GBR;GDP;TOT;USD_CAP;A;1999;242090227;
GBR;GDP;TOT;USD_CAP;A;2000;262580183;
GBR;GDP;TOT;USD_CAP;A;2001;2751544915;
GBR;GDP;TOT;USD_CAP;A;2002;2888413784;
GBR;GDP;TOT;USD_CAP;A;2003;3013151824;
GBR;GDP;TOT;USD_CAP;A;2004;3180858764;
GBR;GDP;TOT;USD_CAP;A;2005;3248591565;
GBR;GDP;TOT;USD_CAP;A;2006;345656378;
GBR;GDP;TOT;USD_CAP;A;2007;3540951876;
GBR;GDP;TOT;USD_CAP;A;2008;3641647554;
GBR;GDP;TOT;USD_CAP;A;2009;3477792349;
GBR;GDP;TOT;USD_CAP;A;2010;3601632266;
GBR;GDP;TOT;USD_CAP;A;2011;3680514493;
GBR;GDP;TOT;USD_CAP;A;2012;3790846975;
GBR;GDP;TOT;USD_CAP;A;2013;3951905147;
GBR;GDP;TOT;USD_CAP;A;2014;408777285;
GBR;GDP;TOT;USD_CAP;A;2015;4205507993;
GBR;GDP;TOT;USD_CAP;A;2016;4294290386;
USA;GDP;TOT;USD_CAP;A;1970;5233352349;
USA;GDP;TOT;USD_CAP;A;1971;5608545346;
USA;GDP;TOT;USD_CAP;A;1972;609320516;
USA;GDP;TOT;USD_CAP;A;1973;6725406839;
USA;GDP;TOT;USD_CAP;A;1974;7224204995;
USA;GDP;TOT;USD_CAP;A;1975;7801167695;
USA;GDP;TOT;USD_CAP;A;1976;8590244216;
USA;GDP;TOT;USD_CAP;A;1977;9450431025;
USA;GDP;TOT;USD_CAP;A;1978;1056286018;
USA;GDP;TOT;USD_CAP;A;1979;1167154141;
USA;GDP;TOT;USD_CAP;A;1980;1254712681;
USA;GDP;TOT;USD_CAP;A;1981;1394317589;
USA;GDP;TOT;USD_CAP;A;1982;1439935319;
USA;GDP;TOT;USD_CAP;A;1983;1550800784;
USA;GDP;TOT;USD_CAP;A;1984;1708001472;
USA;GDP;TOT;USD_CAP;A;1985;181923264;
USA;GDP;TOT;USD_CAP;A;1986;1902764632;
USA;GDP;TOT;USD_CAP;A;1987;1999322608;
USA;GDP;TOT;USD_CAP;A;1988;2136789616;
USA;GDP;TOT;USD_CAP;A;1989;2280467446;
USA;GDP;TOT;USD_CAP;A;1990;2383531923;
USA;GDP;TOT;USD_CAP;A;1991;2428954759;
USA;GDP;TOT;USD_CAP;A;1992;2537862464;
USA;GDP;TOT;USD_CAP;A;1993;2635049293;
USA;GDP;TOT;USD_CAP;A;1994;2766026836;
USA;GDP;TOT;USD_CAP;A;1995;2865751272;
USA;GDP;TOT;USD_CAP;A;1996;2993215777;
USA;GDP;TOT;USD_CAP;A;1997;3142443893;
USA;GDP;TOT;USD_CAP;A;1998;32817982;
USA;GDP;TOT;USD_CAP;A;1999;3447797213;
USA;GDP;TOT;USD_CAP;A;2000;3630460202;
USA;GDP;TOT;USD_CAP;A;2001;370999106;
USA;GDP;TOT;USD_CAP;A;2002;3797960793;
USA;GDP;TOT;USD_CAP;A;2003;3942608714;
USA;GDP;TOT;USD_CAP;A;2004;4164784391;
USA;GDP;TOT;USD_CAP;A;2005;4404373414;
USA;GDP;TOT;USD_CAP;A;2006;462308462;
USA;GDP;TOT;USD_CAP;A;2007;4790206035;
USA;GDP;TOT;USD_CAP;A;2008;483112237;
USA;GDP;TOT;USD_CAP;A;2009;470281604;
USA;GDP;TOT;USD_CAP;A;2010;483936164;
USA;GDP;TOT;USD_CAP;A;2011;4980032554;
USA;GDP;TOT;USD_CAP;A;2012;5152145852;
USA;GDP;TOT;USD_CAP;A;2013;530162888;
USA;GDP;TOT;USD_CAP;A;2014;5493520048;
USA;GDP;TOT;USD_CAP;A;2015;5670088042;
USA;GDP;TOT;USD_CAP;A;2016;5779746221;
CHL;GDP;TOT;USD_CAP;A;1986;3378139766;E
CHL;GDP;TOT;USD_CAP;A;1987;3626540396;E
CHL;GDP;TOT;USD_CAP;A;1988;3960913401;E
CHL;GDP;TOT;USD_CAP;A;1989;4475284781;E
CHL;GDP;TOT;USD_CAP;A;1990;4735818535;E
CHL;GDP;TOT;USD_CAP;A;1991;5190382613;E
CHL;GDP;TOT;USD_CAP;A;1992;5854374214;E
CHL;GDP;TOT;USD_CAP;A;1993;6299643818;E
CHL;GDP;TOT;USD_CAP;A;1994;6684534004;E
CHL;GDP;TOT;USD_CAP;A;1995;7422424717;E
CHL;GDP;TOT;USD_CAP;A;1996;8007106364;
CHL;GDP;TOT;USD_CAP;A;1997;8631577208;
CHL;GDP;TOT;USD_CAP;A;1998;8984419531;
CHL;GDP;TOT;USD_CAP;A;1999;8956789355;
CHL;GDP;TOT;USD_CAP;A;2000;9519174418;
CHL;GDP;TOT;USD_CAP;A;2001;9937064613;
CHL;GDP;TOT;USD_CAP;A;2002;1029291809;
CHL;GDP;TOT;USD_CAP;A;2003;1079377102;
CHL;GDP;TOT;USD_CAP;A;2004;1175751191;
CHL;GDP;TOT;USD_CAP;A;2005;1266785359;
CHL;GDP;TOT;USD_CAP;A;2006;1568521897;
CHL;GDP;TOT;USD_CAP;A;2007;1687226879;
CHL;GDP;TOT;USD_CAP;A;2008;1644733384;
CHL;GDP;TOT;USD_CAP;A;2009;1611989398;
CHL;GDP;TOT;USD_CAP;A;2010;1812908799;
CHL;GDP;TOT;USD_CAP;A;2011;2030278872;
CHL;GDP;TOT;USD_CAP;A;2012;2144653762;
CHL;GDP;TOT;USD_CAP;A;2013;2235253073;
CHL;GDP;TOT;USD_CAP;A;2014;2269162984;
CHL;GDP;TOT;USD_CAP;A;2015;2260071995;
CHL;GDP;TOT;USD_CAP;A;2016;2276069713;
CHN;GDP;TOT;USD_CAP;A;1980;311722929;
CHN;GDP;TOT;USD_CAP;A;1981;351299771;
CHN;GDP;TOT;USD_CAP;A;1982;398039914;
CHN;GDP;TOT;USD_CAP;A;1983;452405572;
CHN;GDP;TOT;USD_CAP;A;1984;533227522;
CHN;GDP;TOT;USD_CAP;A;1985;615755796;
CHN;GDP;TOT;USD_CAP;A;1986;673057921;
CHN;GDP;TOT;USD_CAP;A;1987;757219634;
CHN;GDP;TOT;USD_CAP;A;1988;858846318;
CHN;GDP;TOT;USD_CAP;A;1989;916057899;
CHN;GDP;TOT;USD_CAP;A;1990;979541752;
CHN;GDP;TOT;USD_CAP;A;1991;1091981461;
CHN;GDP;TOT;USD_CAP;A;1992;1260974738;
CHN;GDP;TOT;USD_CAP;A;1993;145330934;
CHN;GDP;TOT;USD_CAP;A;1994;1659303163;
CHN;GDP;TOT;USD_CAP;A;1995;1859657831;
CHN;GDP;TOT;USD_CAP;A;1996;206004374;
CHN;GDP;TOT;USD_CAP;A;1997;2265812737;
CHN;GDP;TOT;USD_CAP;A;1998;2447446891;
CHN;GDP;TOT;USD_CAP;A;1999;2653629616;
CHN;GDP;TOT;USD_CAP;A;2000;2922239364;
CHN;GDP;TOT;USD_CAP;A;2001;3215672512;
CHN;GDP;TOT;USD_CAP;A;2002;3540243681;
CHN;GDP;TOT;USD_CAP;A;2003;3949409942;
CHN;GDP;TOT;USD_CAP;A;2004;4442164849;
CHN;GDP;TOT;USD_CAP;A;2005;5077604087;
CHN;GDP;TOT;USD_CAP;A;2006;5868232808;
CHN;GDP;TOT;USD_CAP;A;2007;6846293865;
CHN;GDP;TOT;USD_CAP;A;2008;7615725389;
CHN;GDP;TOT;USD_CAP;A;2009;8354100889;
CHN;GDP;TOT;USD_CAP;A;2010;9310816301;
CHN;GDP;TOT;USD_CAP;A;2011;1035954996;
CHN;GDP;TOT;USD_CAP;A;2012;1132301998;
CHN;GDP;TOT;USD_CAP;A;2013;1233760652;
CHN;GDP;TOT;USD_CAP;A;2014;1340559344;
CHN;GDP;TOT;USD_CAP;A;2015;1441435412;
CHN;GDP;TOT;USD_CAP;A;2016;1548520073;
COL;GDP;TOT;USD_CAP;A;1985;3913014178;E
COL;GDP;TOT;USD_CAP;A;1986;4176673368;E
COL;GDP;TOT;USD_CAP;A;1987;4478419215;E
COL;GDP;TOT;USD_CAP;A;1988;4775939791;E
COL;GDP;TOT;USD_CAP;A;1989;5061952431;E
COL;GDP;TOT;USD_CAP;A;1990;5477897183;E
COL;GDP;TOT;USD_CAP;A;1991;5736740579;E
COL;GDP;TOT;USD_CAP;A;1992;6068997509;E
COL;GDP;TOT;USD_CAP;A;1993;6286830927;E
COL;GDP;TOT;USD_CAP;A;1994;5808506894;E
COL;GDP;TOT;USD_CAP;A;1995;6300084552;E
COL;GDP;TOT;USD_CAP;A;1996;6571388933;E
COL;GDP;TOT;USD_CAP;A;1997;6945209488;E
COL;GDP;TOT;USD_CAP;A;1998;7107031099;E
COL;GDP;TOT;USD_CAP;A;1999;6893186107;E
COL;GDP;TOT;USD_CAP;A;2000;6159440685;E
COL;GDP;TOT;USD_CAP;A;2001;6369297476;E
COL;GDP;TOT;USD_CAP;A;2002;6594665555;E
COL;GDP;TOT;USD_CAP;A;2003;7065081897;E
COL;GDP;TOT;USD_CAP;A;2004;7591336419;E
COL;GDP;TOT;USD_CAP;A;2005;8246031712;
COL;GDP;TOT;USD_CAP;A;2006;8968118865;
COL;GDP;TOT;USD_CAP;A;2007;9729019862;
COL;GDP;TOT;USD_CAP;A;2008;1013964302;
COL;GDP;TOT;USD_CAP;A;2009;1030117192;
COL;GDP;TOT;USD_CAP;A;2010;1074153563;
COL;GDP;TOT;USD_CAP;A;2011;115536719;
COL;GDP;TOT;USD_CAP;A;2012;1216594305;
COL;GDP;TOT;USD_CAP;A;2013;128412828;E
COL;GDP;TOT;USD_CAP;A;2014;1353566058;
COL;GDP;TOT;USD_CAP;A;2015;1392804805;
COL;GDP;TOT;USD_CAP;A;2016;1427762581;
EST;GDP;TOT;USD_CAP;A;1993;5571895345;E
EST;GDP;TOT;USD_CAP;A;1994;5727395282;E
EST;GDP;TOT;USD_CAP;A;1995;6234168342;
EST;GDP;TOT;USD_CAP;A;1996;6779491886;
EST;GDP;TOT;USD_CAP;A;1997;78059973;
EST;GDP;TOT;USD_CAP;A;1998;8323897906;
EST;GDP;TOT;USD_CAP;A;1999;8435213415;
EST;GDP;TOT;USD_CAP;A;2000;9392255717;
EST;GDP;TOT;USD_CAP;A;2001;1026885392;
EST;GDP;TOT;USD_CAP;A;2002;1155584553;
EST;GDP;TOT;USD_CAP;A;2003;1302212871;
EST;GDP;TOT;USD_CAP;A;2004;1437984154;
EST;GDP;TOT;USD_CAP;A;2005;1646602273;
EST;GDP;TOT;USD_CAP;A;2006;1920252252;
EST;GDP;TOT;USD_CAP;A;2007;2192798825;
EST;GDP;TOT;USD_CAP;A;2008;2264184013;
EST;GDP;TOT;USD_CAP;A;2009;2048418362;
EST;GDP;TOT;USD_CAP;A;2010;2155216918;
EST;GDP;TOT;USD_CAP;A;2011;2450134442;
EST;GDP;TOT;USD_CAP;A;2012;2597331691;
EST;GDP;TOT;USD_CAP;A;2013;2744985271;
EST;GDP;TOT;USD_CAP;A;2014;2893652979;
EST;GDP;TOT;USD_CAP;A;2015;2925984171;
EST;GDP;TOT;USD_CAP;A;2016;308949506;
IND;GDP;TOT;USD_CAP;A;2004;2616706221;E
