# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI);
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.;
# ;
# ;
# STN      LON(east)   LAT(north)     ALT(m)  NAME;
# 260:         5.180       52.100       1.90  DE BILT;
# ;
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag);
# TN       = Minimum temperatuur (in 0.1 graden Celsius);
# ;
# STN,YYYYMMDD,   TN;
# ;
  260,20030122,   65;
  260,20030123,   -3;
  260,20030124,  -30;
  260,20030125,   16;
  260,20030126,    7;
  260,20030127,   82;
  260,20030128,   40;
  260,20030129,   10;
  260,20030130,  -36;
  260,20030131,  -81;
  260,20030201,  -66;
  260,20030202,    5;
  260,20030203,   12;
  260,20030204,   -8;
  260,20030205,  -14;
  260,20030206,  -44;
  260,20030207,   21;
  260,20030208,   58;
  260,20030209,   36;
  260,20030210,  -32;
  260,20030211,  -37;
  260,20030212,  -41;
  260,20030213,  -64;
  260,20030214,  -62;
  260,20030215,  -30;
  260,20030216,  -49;
  260,20030217,  -72;
  260,20030218,  -71;
  260,20030219,  -54;
  260,20030220,  -45;
  260,20030221,  -54;
  260,20030222,  -41;
  260,20030223,   -7;
  260,20030224,    0;
  260,20030225,  -27;
  260,20030226,  -46;
  260,20030227,   22;
  260,20030228,   21;
  260,20030301,   67;
  260,20030302,   57;
  260,20030303,   22;
  260,20030304,   20;
  260,20030305,   84;
  260,20030306,    4;
  260,20030307,   -3;
  260,20030308,   49;
  260,20030309,   75;
  260,20030310,   78;
  260,20030311,   76;
  260,20030312,   30;
  260,20030313,    4;
  260,20030314,  -18;
  260,20030315,    1;
  260,20030316,  -20;
  260,20030317,  -30;
  260,20030318,  -11;
  260,20030319,  -27;
  260,20030320,   -4;
  260,20030321,    2;
  260,20030322,  -22;
  260,20030323,   -2;
  260,20030324,    5;
  260,20030325,   19;
  260,20030326,   22;
  260,20030327,   12;
  260,20030328,   28;
  260,20030329,   52;
  260,20030330,   34;
  260,20030331,    0;
  260,20030401,   -4;
  260,20030402,   35;
  260,20030403,   -2;
  260,20030404,  -24;
  260,20030405,   52;
  260,20030406,    2;
  260,20030407,  -25;
  260,20030408,  -34;
  260,20030409,  -44;
  260,20030410,   -4;
  260,20030411,  -18;
  260,20030412,  -33;
  260,20030413,   -8;
  260,20030414,   76;
  260,20030415,   76;
  260,20030416,   84;
  260,20030417,  100;
  260,20030418,   58;
  260,20030419,   39;
  260,20030420,   43;
  260,20030421,   55;
  260,20030422,   50;
  260,20030423,   19;
  260,20030424,   27;
  260,20030425,   78;
  260,20030426,   74;
  260,20030427,   93;
  260,20030428,   95;
  260,20030429,   77;
  260,20030430,   77;
  260,20030501,   58;
  260,20030502,   55;
  260,20030503,   90;
  260,20030504,   67;
  260,20030505,  105;
  260,20030506,   38;
  260,20030507,   23;
  260,20030508,   37;
  260,20030509,   73;
  260,20030510,   42;
  260,20030511,   64;
  260,20030512,   85;
  260,20030513,   62;
  260,20030514,   59;
  260,20030515,   41;
  260,20030516,   18;
  260,20030517,   97;
  260,20030518,  110;
  260,20030519,  105;
  260,20030520,   86;
  260,20030521,   99;
  260,20030522,  108;
  260,20030523,  113;
  260,20030524,   93;
  260,20030525,   56;
  260,20030526,   47;
  260,20030527,   63;
  260,20030528,   91;
  260,20030529,  102;
  260,20030530,  124;
  260,20030531,  133;
  260,20030601,  116;
  260,20030602,  125;
  260,20030603,  110;
  260,20030604,  144;
  260,20030605,   91;
  260,20030606,   79;
  260,20030607,  120;
  260,20030608,  126;
  260,20030609,  121;
  260,20030610,  114;
  260,20030611,  103;
  260,20030612,   94;
  260,20030613,   84;
  260,20030614,  120;
  260,20030615,   92;
  260,20030616,   87;
  260,20030617,  113;
  260,20030618,  152;
  260,20030619,  160;
  260,20030620,   80;
  260,20030621,   70;
  260,20030622,   89;
  260,20030623,  141;
  260,20030624,   91;
  260,20030625,   70;
  260,20030626,  101;
  260,20030627,  127;
  260,20030628,   98;
  260,20030629,   87;
  260,20030630,  140;
  260,20030701,  131;
  260,20030702,  125;
  260,20030703,  125;
  260,20030704,  139;
  260,20030705,  135;
  260,20030706,  106;
  260,20030707,  100;
  260,20030708,   91;
  260,20030709,  103;
  260,20030710,   86;
  260,20030711,  103;
  260,20030712,   96;
  260,20030713,   80;
  260,20030714,  136;
  260,20030715,  161;
  260,20030716,  189;
  260,20030717,  166;
  260,20030718,  143;
  260,20030719,  128;
  260,20030720,  138;
  260,20030721,  115;
  260,20030722,  123;
  260,20030723,  115;
  260,20030724,  124;
  260,20030725,  140;
  260,20030726,  156;
  260,20030727,  125;
  260,20030728,  106;
  260,20030729,  108;
  260,20030730,  134;
  260,20030731,  103;
  260,20030801,  127;
  260,20030802,  148;
  260,20030803,  123;
  260,20030804,  134;
  260,20030805,  146;
  260,20030806,  158;
  260,20030807,  170;
  260,20030808,  178;
  260,20030809,  162;
  260,20030810,  163;
  260,20030811,  151;
  260,20030812,  185;
  260,20030813,  144;
  260,20030814,  127;
  260,20030815,   95;
  260,20030816,   76;
  260,20030817,  116;
  260,20030818,  126;
  260,20030819,  100;
  260,20030820,   96;
  260,20030821,   80;
  260,20030822,  133;
  260,20030823,   89;
  260,20030824,   84;
  260,20030825,  141;
  260,20030826,  124;
  260,20030827,  128;
  260,20030828,  119;
  260,20030829,  114;
  260,20030830,   87;
  260,20030831,   87;
  260,20030901,   78;
  260,20030902,   63;
  260,20030903,   44;
  260,20030904,   59;
  260,20030905,   92;
  260,20030906,  117;
  260,20030907,  100;
  260,20030908,   91;
  260,20030909,   81;
  260,20030910,   82;
  260,20030911,   73;
  260,20030912,   77;
  260,20030913,   45;
  260,20030914,   43;
  260,20030915,   50;
  260,20030916,   74;
  260,20030917,   79;
  260,20030918,   91;
  260,20030919,  120;
  260,20030920,  100;
  260,20030921,  139;
  260,20030922,  110;
  260,20030923,   62;
  260,20030924,   36;
  260,20030925,   24;
  260,20030926,   40;
  260,20030927,   74;
  260,20030928,   83;
  260,20030929,   50;
  260,20030930,   47;
  260,20031001,   75;
  260,20031002,  113;
  260,20031003,  112;
  260,20031004,   72;
  260,20031005,   24;
  260,20031006,   49;
  260,20031007,   61;
  260,20031008,   95;
  260,20031009,   65;
  260,20031010,   76;
  260,20031011,   54;
  260,20031012,   16;
  260,20031013,   48;
  260,20031014,   50;
  260,20031015,   29;
  260,20031016,   30;
  260,20031017,   27;
  260,20031018,   -5;
  260,20031019,    0;
  260,20031020,   20;
  260,20031021,   24;
  260,20031022,   23;
  260,20031023,  -53;
  260,20031024,  -59;
  260,20031025,  -30;
  260,20031026,  -16;
  260,20031027,  -48;
  260,20031028,  -34;
  260,20031029,  -30;
  260,20031030,   47;
  260,20031031,   47;
  260,20031101,   75;
  260,20031102,   59;
  260,20031103,   90;
  260,20031104,   42;
  260,20031105,   74;
  260,20031106,   29;
  260,20031107,   24;
  260,20031108,   33;
  260,20031109,   14;
  260,20031110,   38;
  260,20031111,   10;
  260,20031112,    2;
  260,20031113,   45;
  260,20031114,   55;
  260,20031115,   45;
  260,20031116,   35;
  260,20031117,   47;
  260,20031118,   88;
  260,20031119,  117;
  260,20031120,   84;
  260,20031121,   77;
  260,20031122,   89;
  260,20031123,   91;
  260,20031124,   57;
  260,20031125,   18;
  260,20031126,   57;
  260,20031127,    5;
  260,20031128,  -22;
  260,20031129,   18;
  260,20031130,   36;
  260,20031201,   72;
  260,20031202,   29;
  260,20031203,   11;
  260,20031204,   40;
  260,20031205,   34;
  260,20031206,  -29;
  260,20031207,  -40;
  260,20031208,  -58;
  260,20031209,  -56;
  260,20031210,  -73;
  260,20031211,   -5;
  260,20031212,  -20;
  260,20031213,   93;
  260,20031214,   34;
  260,20031215,   11;
  260,20031216,   11;
  260,20031217,  -15;
  260,20031218,  -26;
  260,20031219,   -9;
  260,20031220,   45;
  260,20031221,    9;
  260,20031222,   -6;
  260,20031223,  -10;
  260,20031224,   21;
  260,20031225,   61;
  260,20031226,   61;
  260,20031227,   52;
  260,20031228,   33;
  260,20031229,   11;
  260,20031230,    6;
  260,20031231,  -16;
  260,20040101,  -17;
  260,20040102,  -60;
  260,20040103,  -72;
  260,20040104,  -36;
  260,20040105,   34;
  260,20040106,   35;
  260,20040107,   18;
  260,20040108,   38;
  260,20040109,   44;
  260,20040110,   22;
  260,20040111,   61;
  260,20040112,   46;
  260,20040113,   45;
  260,20040114,   14;
  260,20040115,   23;
  260,20040116,   52;
  260,20040117,   36;
  260,20040118,    3;
  260,20040119,   31;
  260,20040120,   -7;
  260,20040121,    3;
  260,20040122,    6;
  260,20040123,    3;
  260,20040124,   10;
  260,20040125,  -24;
  260,20040126,  -27;
  260,20040127,  -13;
  260,20040128,  -12;
  260,20040129,  -28;
  260,20040130,    8;
  260,20040131,   21;
  260,20040201,   91;
  260,20040202,   96;
  260,20040203,  109;
  260,20040204,  113;
  260,20040205,  106;
  260,20040206,   97;
  260,20040207,   49;
  260,20040208,   17;
  260,20040209,   13;
  260,20040210,    3;
  260,20040211,   32;
  260,20040212,   18;
  260,20040213,   65;
  260,20040214,   22;
  260,20040215,   25;
  260,20040216,   -8;
  260,20040217,   16;
  260,20040218,   23;
  260,20040219,  -11;
  260,20040220,  -26;
  260,20040221,  -28;
  260,20040222,  -24;
  260,20040223,  -33;
  260,20040224,  -25;
  260,20040225,  -22;
  260,20040226,  -16;
  260,20040227,  -42;
  260,20040228,  -78;
  260,20040229,  -58;
  260,20040301,  -59;
  260,20040302,  -19;
  260,20040303,  -30;
  260,20040304,    3;
  260,20040305,   10;
  260,20040306,    2;
  260,20040307,  -16;
  260,20040308,  -38;
  260,20040309,   -1;
  260,20040310,   -2;
  260,20040311,   -6;
  260,20040312,   -3;
  260,20040313,   49;
  260,20040314,   48;
  260,20040315,  103;
  260,20040316,   86;
  260,20040317,   57;
  260,20040318,   34;
  260,20040319,   71;
  260,20040320,   68;
  260,20040321,   52;
  260,20040322,    3;
  260,20040323,  -16;
  260,20040324,  -12;
  260,20040325,  -14;
  260,20040326,  -36;
  260,20040327,  -35;
  260,20040328,    1;
  260,20040329,   -3;
  260,20040330,   32;
  260,20040331,   49;
  260,20040401,   69;
  260,20040402,   87;
  260,20040403,   88;
  260,20040404,   82;
  260,20040405,   43;
  260,20040406,   44;
  260,20040407,   32;
  260,20040408,   19;
  260,20040409,   -6;
  260,20040410,   -8;
  260,20040411,   -6;
  260,20040412,  -12;
  260,20040413,   31;
  260,20040414,   -6;
  260,20040415,   25;
  260,20040416,   32;
  260,20040417,   73;
  260,20040418,   66;
  260,20040419,   15;
  260,20040420,   -3;
  260,20040421,   51;
  260,20040422,   57;
  260,20040423,   29;
  260,20040424,   45;
  260,20040425,   18;
  260,20040426,   52;
  260,20040427,   86;
  260,20040428,  121;
  260,20040429,  119;
  260,20040430,  119;
  260,20040501,  105;
  260,20040502,  102;
  260,20040503,   87;
  260,20040504,   65;
  260,20040505,   33;
  260,20040506,   22;
  260,20040507,   86;
  260,20040508,   68;
  260,20040509,   60;
  260,20040510,  100;
  260,20040511,   92;
  260,20040512,   89;
  260,20040513,   88;
  260,20040514,   69;
  260,20040515,  104;
  260,20040516,   87;
  260,20040517,   61;
  260,20040518,   65;
  260,20040519,   57;
  260,20040520,   69;
  260,20040521,   68;
  260,20040522,   41;
  260,20040523,   36;
  260,20040524,   25;
  260,20040525,   51;
  260,20040526,   25;
  260,20040527,   18;
  260,20040528,    8;
  260,20040529,   43;
  260,20040530,  100;
  260,20040531,   81;
  260,20040601,   65;
  260,20040602,  117;
  260,20040603,  113;
  260,20040604,  106;
  260,20040605,   84;
  260,20040606,   55;
  260,20040607,   91;
  260,20040608,  120;
  260,20040609,  132;
  260,20040610,  130;
  260,20040611,  132;
  260,20040612,  107;
  260,20040613,   72;
  260,20040614,   69;
  260,20040615,  103;
  260,20040616,   86;
  260,20040617,  124;
  260,20040618,  111;
  260,20040619,   80;
  260,20040620,   80;
  260,20040621,   91;
  260,20040622,   60;
  260,20040623,  129;
  260,20040624,  119;
  260,20040625,   72;
  260,20040626,   56;
  260,20040627,  138;
  260,20040628,   84;
  260,20040629,   85;
  260,20040630,  126;
  260,20040701,  123;
  260,20040702,  108;
  260,20040703,  120;
  260,20040704,  119;
  260,20040705,   99;
  260,20040706,   68;
  260,20040707,  104;
  260,20040708,  130;
  260,20040709,  125;
  260,20040710,  101;
  260,20040711,  105;
  260,20040712,  127;
  260,20040713,   96;
  260,20040714,   95;
  260,20040715,  154;
  260,20040716,  131;
  260,20040717,  118;
  260,20040718,  146;
  260,20040719,  128;
  260,20040720,  127;
  260,20040721,  128;
  260,20040722,  136;
  260,20040723,  107;
  260,20040724,   91;
  260,20040725,  117;
  260,20040726,   97;
  260,20040727,   81;
  260,20040728,   98;
  260,20040729,  117;
  260,20040730,  118;
  260,20040731,  124;
  260,20040801,  146;
  260,20040802,  118;
  260,20040803,  138;
  260,20040804,  158;
  260,20040805,  182;
  260,20040806,  170;
  260,20040807,  175;
  260,20040808,  172;
  260,20040809,  208;
  260,20040810,  178;
  260,20040811,  172;
  260,20040812,  164;
  260,20040813,  158;
  260,20040814,  139;
  260,20040815,  131;
  260,20040816,  146;
  260,20040817,  139;
  260,20040818,  170;
  260,20040819,  155;
  260,20040820,  126;
  260,20040821,   79;
  260,20040822,   96;
  260,20040823,  101;
  260,20040824,  143;
  260,20040825,  143;
  260,20040826,  131;
  260,20040827,  148;
  260,20040828,   86;
  260,20040829,   87;
  260,20040830,  126;
  260,20040831,   96;
  260,20040901,   91;
  260,20040902,   80;
  260,20040903,   92;
  260,20040904,  132;
  260,20040905,  114;
  260,20040906,  128;
  260,20040907,  127;
  260,20040908,   79;
  260,20040909,   98;
  260,20040910,  105;
  260,20040911,  154;
  260,20040912,  136;
  260,20040913,  120;
  260,20040914,  112;
  260,20040915,   64;
  260,20040916,   45;
  260,20040917,   90;
  260,20040918,  127;
  260,20040919,   90;
  260,20040920,  115;
  260,20040921,  110;
  260,20040922,  105;
  260,20040923,  100;
  260,20040924,   80;
  260,20040925,  103;
  260,20040926,   95;
  260,20040927,  130;
  260,20040928,  136;
  260,20040929,   82;
  260,20040930,   63;
  260,20041001,  111;
  260,20041002,  114;
  260,20041003,  109;
  260,20041004,  131;
  260,20041005,  105;
  260,20041006,   89;
  260,20041007,   64;
  260,20041008,   39;
  260,20041009,   24;
  260,20041010,   49;
  260,20041011,   44;
  260,20041012,   49;
  260,20041013,   68;
  260,20041014,  107;
  260,20041015,   76;
  260,20041016,   66;
  260,20041017,   69;
  260,20041018,   49;
  260,20041019,   32;
  260,20041020,   88;
  260,20041021,  103;
  260,20041022,  103;
  260,20041023,  132;
  260,20041024,  149;
  260,20041025,   94;
  260,20041026,   22;
  260,20041027,   25;
  260,20041028,   99;
  260,20041029,   85;
  260,20041030,   49;
  260,20041031,   51;
  260,20041101,   40;
  260,20041102,   72;
  260,20041103,   83;
  260,20041104,   63;
  260,20041105,   66;
  260,20041106,   59;
  260,20041107,   54;
  260,20041108,   39;
  260,20041109,    1;
  260,20041110,   34;
  260,20041111,   -8;
  260,20041112,    3;
  260,20041113,   14;
  260,20041114,   -6;
  260,20041115,   33;
  260,20041116,   86;
  260,20041117,  101;
  260,20041118,   26;
  260,20041119,   12;
  260,20041120,  -15;
  260,20041121,  -14;
  260,20041122,   69;
  260,20041123,  -13;
  260,20041124,  -27;
  260,20041125,  -42;
  260,20041126,  -19;
  260,20041127,   63;
  260,20041128,   66;
  260,20041129,   50;
  260,20041130,   24;
  260,20041201,   30;
  260,20041202,  -23;
  260,20041203,   -5;
  260,20041204,    0;
  260,20041205,   15;
  260,20041206,   20;
  260,20041207,   53;
  260,20041208,    4;
  260,20041209,  -33;
  260,20041210,  -50;
  260,20041211,   22;
  260,20041212,   11;
  260,20041213,  -19;
  260,20041214,  -20;
  260,20041215,    8;
  260,20041216,   24;
  260,20041217,   43;
  260,20041218,    8;
  260,20041219,  -38;
  260,20041220,  -50;
  260,20041221,  -60;
  260,20041222,   -5;
  260,20041223,   71;
  260,20041224,   69;
  260,20041225,   -1;
  260,20041226,  -47;
  260,20041227,  -65;
  260,20041228,  -17;
  260,20041229,    9;
  260,20041230,   48;
  260,20041231,   72;
  260,20050101,   28;
  260,20050102,   56;
  260,20050103,   58;
  260,20050104,   66;
  260,20050105,   31;
  260,20050106,   56;
  260,20050107,   93;
  260,20050108,   53;
  260,20050109,   50;
  260,20050110,   89;
  260,20050111,   86;
  260,20050112,   54;
  260,20050113,   29;
  260,20050114,  -10;
  260,20050115,  -25;
  260,20050116,  -22;
  260,20050117,   34;
  260,20050118,   21;
  260,20050119,   40;
  260,20050120,   66;
  260,20050121,   38;
  260,20050122,  -10;
  260,20050123,  -20;
  260,20050124,  -24;
  260,20050125,  -23;
  260,20050126,  -27;
  260,20050127,   -7;
  260,20050128,    6;
  260,20050129,  -16;
  260,20050130,   36;
  260,20050131,   42;
  260,20050201,   32;
  260,20050202,   43;
  260,20050203,   50;
  260,20050204,   21;
  260,20050205,   -6;
  260,20050206,  -34;
  260,20050207,  -45;
  260,20050208,  -54;
  260,20050209,  -17;
  260,20050210,   53;
  260,20050211,   52;
  260,20050212,   45;
  260,20050213,   10;
  260,20050214,   10;
  260,20050215,    4;
  260,20050216,  -19;
  260,20050217,   -9;
  260,20050218,    4;
  260,20050219,   -1;
  260,20050220,    0;
  260,20050221,    2;
  260,20050222,  -17;
  260,20050223,  -24;
  260,20050224,  -23;
  260,20050225,  -36;
  260,20050226,  -12;
  260,20050227,  -56;
  260,20050228,  -92;
  260,20050301,  -30;
  260,20050302,  -13;
  260,20050303,  -78;
  260,20050304, -144;
  260,20050305,  -48;
  260,20050306,  -82;
  260,20050307,   12;
  260,20050308,   33;
  260,20050309,   13;
  260,20050310,  -17;
  260,20050311,   20;
  260,20050312,   13;
  260,20050313,   23;
  260,20050314,   -9;
  260,20050315,   -9;
  260,20050316,   97;
  260,20050317,   87;
  260,20050318,   71;
  260,20050319,   70;
  260,20050320,   39;
  260,20050321,   21;
  260,20050322,   89;
  260,20050323,   84;
  260,20050324,   73;
  260,20050325,   81;
  260,20050326,   73;
  260,20050327,   81;
  260,20050328,   77;
  260,20050329,   75;
  260,20050330,   80;
  260,20050331,   72;
  260,20050401,   42;
  260,20050402,   26;
  260,20050403,   79;
  260,20050404,   63;
  260,20050405,   51;
  260,20050406,   47;
  260,20050407,   70;
  260,20050408,   33;
  260,20050409,   14;
  260,20050410,   38;
  260,20050411,   42;
  260,20050412,   23;
  260,20050413,   74;
  260,20050414,   98;
  260,20050415,   70;
  260,20050416,   64;
  260,20050417,   75;
  260,20050418,   52;
  260,20050419,   45;
  260,20050420,   51;
  260,20050421,   19;
  260,20050422,    1;
  260,20050423,   28;
  260,20050424,   33;
  260,20050425,   77;
  260,20050426,   47;
  260,20050427,   81;
  260,20050428,   38;
  260,20050429,  102;
  260,20050430,  106;
  260,20050501,   97;
  260,20050502,  104;
  260,20050503,   94;
  260,20050504,   90;
  260,20050505,   50;
  260,20050506,   83;
  260,20050507,   52;
  260,20050508,   40;
  260,20050509,   48;
  260,20050510,   42;
  260,20050511,   31;
  260,20050512,    4;
  260,20050513,   52;
  260,20050514,   69;
  260,20050515,   57;
  260,20050516,   23;
  260,20050517,   12;
  260,20050518,    2;
  260,20050519,   50;
  260,20050520,  131;
  260,20050521,  110;
  260,20050522,   98;
  260,20050523,   78;
  260,20050524,   79;
  260,20050525,  134;
  260,20050526,  127;
  260,20050527,  108;
  260,20050528,  121;
  260,20050529,   86;
  260,20050530,   69;
  260,20050531,   64;
  260,20050601,   38;
  260,20050602,  133;
  260,20050603,  134;
  260,20050604,  118;
  260,20050605,  127;
  260,20050606,   83;
  260,20050607,   73;
  260,20050608,   49;
  260,20050609,   43;
  260,20050610,   58;
  260,20050611,   77;
  260,20050612,   67;
  260,20050613,   71;
  260,20050614,   50;
  260,20050615,   69;
  260,20050616,  130;
  260,20050617,  173;
  260,20050618,  145;
  260,20050619,  127;
  260,20050620,  157;
  260,20050621,  140;
  260,20050622,  118;
  260,20050623,  140;
  260,20050624,  169;
  260,20050625,  126;
  260,20050626,  114;
  260,20050627,  110;
  260,20050628,   94;
  260,20050629,  141;
  260,20050630,  125;
  260,20050701,  123;
  260,20050702,  127;
  260,20050703,  154;
  260,20050704,  127;
  260,20050705,  113;
  260,20050706,  116;
  260,20050707,  101;
  260,20050708,   94;
  260,20050709,  107;
  260,20050710,  157;
  260,20050711,  168;
  260,20050712,  157;
  260,20050713,  148;
  260,20050714,  139;
  260,20050715,  156;
  260,20050716,  107;
  260,20050717,   89;
  260,20050718,  133;
  260,20050719,  161;
  260,20050720,  130;
  260,20050721,  128;
  260,20050722,  134;
  260,20050723,  105;
  260,20050724,  108;
  260,20050725,  147;
  260,20050726,  131;
  260,20050727,  134;
  260,20050728,  162;
  260,20050729,  178;
  260,20050730,  146;
  260,20050731,  132;
  260,20050801,  106;
  260,20050802,   84;
  260,20050803,   90;
  260,20050804,  118;
  260,20050805,  111;
  260,20050806,   83;
  260,20050807,   81;
  260,20050808,  115;
  260,20050809,  126;
  260,20050810,  129;
  260,20050811,  115;
  260,20050812,  106;
  260,20050813,   89;
  260,20050814,  135;
  260,20050815,  132;
  260,20050816,  100;
  260,20050817,   93;
  260,20050818,  126;
  260,20050819,  153;
  260,20050820,  142;
  260,20050821,  141;
  260,20050822,  126;
  260,20050823,   88;
  260,20050824,   83;
  260,20050825,   99;
  260,20050826,  104;
  260,20050827,  102;
  260,20050828,   98;
  260,20050829,  110;
  260,20050830,   96;
  260,20050831,  137;
  260,20050901,  157;
  260,20050902,  142;
  260,20050903,  149;
  260,20050904,  117;
  260,20050905,  143;
  260,20050906,  123;
  260,20050907,  134;
  260,20050908,  128;
  260,20050909,  163;
  260,20050910,  168;
  260,20050911,  167;
  260,20050912,  117;
  260,20050913,  105;
  260,20050914,  120;
  260,20050915,  104;
  260,20050916,   70;
  260,20050917,   48;
  260,20050918,   35;
  260,20050919,   45;
  260,20050920,   50;
  260,20050921,   58;
  260,20050922,   66;
  260,20050923,   66;
  260,20050924,  100;
  260,20050925,  119;
  260,20050926,  121;
  260,20050927,  124;
  260,20050928,  107;
  260,20050929,   87;
  260,20050930,   90;
  260,20051001,   85;
  260,20051002,   67;
  260,20051003,   50;
  260,20051004,   78;
  260,20051005,   99;
  260,20051006,   97;
  260,20051007,   85;
  260,20051008,   83;
  260,20051009,  110;
  260,20051010,  110;
  260,20051011,  113;
  260,20051012,  113;
  260,20051013,  110;
  260,20051014,  113;
  260,20051015,   87;
  260,20051016,   69;
  260,20051017,   44;
  260,20051018,   53;
  260,20051019,   77;
  260,20051020,   70;
  260,20051021,   63;
  260,20051022,  107;
  260,20051023,   83;
  260,20051024,   93;
  260,20051025,  134;
  260,20051026,  111;
  260,20051027,  127;
  260,20051028,  132;
  260,20051029,  135;
  260,20051030,  138;
  260,20051031,  124;
  260,20051101,   61;
  260,20051102,   69;
  260,20051103,  136;
  260,20051104,   85;
  260,20051105,   62;
  260,20051106,   83;
  260,20051107,   83;
  260,20051108,   81;
  260,20051109,   29;
  260,20051110,   17;
  260,20051111,  107;
  260,20051112,   75;
  260,20051113,   18;
  260,20051114,   -7;
  260,20051115,   54;
  260,20051116,   35;
  260,20051117,   16;
  260,20051118,  -16;
  260,20051119,  -28;
  260,20051120,   31;
  260,20051121,   23;
  260,20051122,  -10;
  260,20051123,   27;
  260,20051124,   22;
  260,20051125,    6;
  260,20051126,    9;
  260,20051127,    0;
  260,20051128,  -22;
  260,20051129,    5;
  260,20051130,    3;
  260,20051201,    4;
  260,20051202,    2;
  260,20051203,   54;
  260,20051204,   64;
  260,20051205,   47;
  260,20051206,   44;
  260,20051207,   33;
  260,20051208,    1;
  260,20051209,  -11;
  260,20051210,  -29;
  260,20051211,    1;
  260,20051212,   27;
  260,20051213,   52;
  260,20051214,   43;
  260,20051215,   62;
  260,20051216,   16;
  260,20051217,   -9;
  260,20051218,  -12;
  260,20051219,   10;
  260,20051220,   31;
  260,20051221,   37;
  260,20051222,   46;
  260,20051223,   68;
  260,20051224,   26;
  260,20051225,   18;
  260,20051226,  -22;
  260,20051227,  -27;
  260,20051228,  -44;
  260,20051229,  -64;
  260,20051230,  -31;
  260,20051231,    4;
  260,20060101,   23;
  260,20060102,  -35;
  260,20060103,  -45;
  260,20060104,   -5;
  260,20060105,  -13;
  260,20060106,   14;
  260,20060107,   11;
  260,20060108,   -4;
  260,20060109,  -27;
  260,20060110,  -14;
  260,20060111,   13;
  260,20060112,   -8;
  260,20060113,  -10;
  260,20060114,  -14;
  260,20060115,  -34;
  260,20060116,  -37;
  260,20060117,   41;
  260,20060118,  -15;
  260,20060119,  -13;
  260,20060120,   50;
  260,20060121,   30;
  260,20060122,  -26;
  260,20060123,  -53;
  260,20060124,  -43;
  260,20060125,  -70;
  260,20060126,    3;
  260,20060127,  -60;
  260,20060128,  -66;
  260,20060129,  -57;
  260,20060130,   16;
  260,20060131,  -30;
  260,20060201,  -45;
  260,20060202,  -35;
  260,20060203,  -19;
  260,20060204,   18;
  260,20060205,   11;
  260,20060206,   32;
  260,20060207,   53;
  260,20060208,   29;
  260,20060209,   14;
  260,20060210,   14;
  260,20060211,  -11;
  260,20060212,   -9;
  260,20060213,   11;
  260,20060214,   29;
  260,20060215,   48;
  260,20060216,   46;
  260,20060217,   32;
  260,20060218,    9;
  260,20060219,    8;
  260,20060220,   25;
  260,20060221,   19;
  260,20060222,    3;
  260,20060223,  -18;
  260,20060224,  -27;
  260,20060225,  -18;
  260,20060226,  -22;
  260,20060227,  -11;
  260,20060228,   -7;
  260,20060301,  -13;
  260,20060302,  -25;
  260,20060303,  -64;
  260,20060304,  -73;
  260,20060305,  -40;
  260,20060306,   -4;
  260,20060307,  -25;
  260,20060308,   17;
  260,20060309,   39;
  260,20060310,   33;
  260,20060311,  -40;
  260,20060312,  -66;
  260,20060313,  -65;
  260,20060314,  -37;
  260,20060315,  -18;
  260,20060316,  -11;
  260,20060317,   -6;
  260,20060318,  -19;
  260,20060319,  -24;
  260,20060320,    9;
  260,20060321,  -19;
  260,20060322,  -42;
  260,20060323,  -36;
  260,20060324,   20;
  260,20060325,   79;
  260,20060326,  118;
  260,20060327,  104;
  260,20060328,   79;
  260,20060329,   68;
  260,20060330,   73;
  260,20060331,   99;
  260,20060401,   69;
  260,20060402,   64;
  260,20060403,   48;
  260,20060404,   21;
  260,20060405,   -8;
  260,20060406,    6;
  260,20060407,   41;
  260,20060408,   51;
  260,20060409,   21;
  260,20060410,    7;
  260,20060411,  -18;
  260,20060412,   48;
  260,20060413,   74;
  260,20060414,   23;
  260,20060415,   -1;
  260,20060416,   91;
  260,20060417,   86;
  260,20060418,   62;
  260,20060419,   64;
  260,20060420,   66;
  260,20060421,   92;
  260,20060422,   39;
  260,20060423,   25;
  260,20060424,   88;
  260,20060425,   79;
  260,20060426,   74;
  260,20060427,   65;
  260,20060428,   41;
  260,20060429,   37;
  260,20060430,   29;
  260,20060501,   32;
  260,20060502,   34;
  260,20060503,  118;
  260,20060504,  123;
  260,20060505,  127;
  260,20060506,  112;
  260,20060507,  115;
  260,20060508,  129;
  260,20060509,  125;
  260,20060510,   98;
  260,20060511,   87;
  260,20060512,   83;
  260,20060513,   91;
