# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI);
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.;
# ;
# ;
# STN      LON(east)   LAT(north)     ALT(m)  NAME;
# 260:         5.180       52.100       1.90  DE BILT;
# ;
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag);
# TN       = Minimum temperatuur (in 0.1 graden Celsius);
# ;
# STN,YYYYMMDD,   TN;
# ;
  260,20060514,   92;
  260,20060515,   80;
  260,20060516,  126;
  260,20060517,  103;
  260,20060518,  120;
  260,20060519,  104;
  260,20060520,  111;
  260,20060521,  106;
  260,20060522,  121;
  260,20060523,   80;
  260,20060524,   75;
  260,20060525,   55;
  260,20060526,   54;
  260,20060527,  129;
  260,20060528,  117;
  260,20060529,   73;
  260,20060530,   52;
  260,20060531,   71;
  260,20060601,   81;
  260,20060602,   58;
  260,20060603,   95;
  260,20060604,   79;
  260,20060605,   64;
  260,20060606,   69;
  260,20060607,   53;
  260,20060608,   70;
  260,20060609,   94;
  260,20060610,  125;
  260,20060611,  142;
  260,20060612,  154;
  260,20060613,  142;
  260,20060614,  130;
  260,20060615,  108;
  260,20060616,  110;
  260,20060617,  108;
  260,20060618,  113;
  260,20060619,  144;
  260,20060620,  141;
  260,20060621,  125;
  260,20060622,  121;
  260,20060623,  108;
  260,20060624,  108;
  260,20060625,  127;
  260,20060626,  128;
  260,20060627,  104;
  260,20060628,   81;
  260,20060629,  102;
  260,20060630,  116;
  260,20060701,  130;
  260,20060702,  156;
  260,20060703,  157;
  260,20060704,  143;
  260,20060705,  181;
  260,20060706,  187;
  260,20060707,  173;
  260,20060708,  150;
  260,20060709,  158;
  260,20060710,  144;
  260,20060711,  121;
  260,20060712,   99;
  260,20060713,  109;
  260,20060714,  126;
  260,20060715,   85;
  260,20060716,  153;
  260,20060717,  146;
  260,20060718,  140;
  260,20060719,  174;
  260,20060720,  196;
  260,20060721,  175;
  260,20060722,  175;
  260,20060723,  165;
  260,20060724,  144;
  260,20060725,  172;
  260,20060726,  188;
  260,20060727,  173;
  260,20060728,  163;
  260,20060729,  159;
  260,20060730,  135;
  260,20060731,  126;
  260,20060801,  141;
  260,20060802,  135;
  260,20060803,  124;
  260,20060804,  168;
  260,20060805,  162;
  260,20060806,  149;
  260,20060807,  128;
  260,20060808,  122;
  260,20060809,   96;
  260,20060810,  109;
  260,20060811,  103;
  260,20060812,  111;
  260,20060813,   81;
  260,20060814,  126;
  260,20060815,  138;
  260,20060816,  126;
  260,20060817,  138;
  260,20060818,  165;
  260,20060819,  149;
  260,20060820,  143;
  260,20060821,  129;
  260,20060822,  106;
  260,20060823,   99;
  260,20060824,  142;
  260,20060825,  123;
  260,20060826,   97;
  260,20060827,  108;
  260,20060828,  121;
  260,20060829,   82;
  260,20060830,   79;
  260,20060831,   84;
  260,20060901,  138;
  260,20060902,  119;
  260,20060903,  167;
  260,20060904,  122;
  260,20060905,  117;
  260,20060906,  166;
  260,20060907,  121;
  260,20060908,   98;
  260,20060909,   76;
  260,20060910,  101;
  260,20060911,   98;
  260,20060912,  116;
  260,20060913,  170;
  260,20060914,  183;
  260,20060915,  177;
  260,20060916,  156;
  260,20060917,  153;
  260,20060918,  139;
  260,20060919,   89;
  260,20060920,   92;
  260,20060921,  118;
  260,20060922,  165;
  260,20060923,  147;
  260,20060924,  167;
  260,20060925,  158;
  260,20060926,  109;
  260,20060927,   90;
  260,20060928,  133;
  260,20060929,  135;
  260,20060930,  103;
  260,20061001,  110;
  260,20061002,  127;
  260,20061003,  122;
  260,20061004,   89;
  260,20061005,  101;
  260,20061006,  140;
  260,20061007,  106;
  260,20061008,   85;
  260,20061009,   80;
  260,20061010,  101;
  260,20061011,  113;
  260,20061012,   75;
  260,20061013,   47;
  260,20061014,   96;
  260,20061015,   65;
  260,20061016,   47;
  260,20061017,   77;
  260,20061018,  104;
  260,20061019,  119;
  260,20061020,  131;
  260,20061021,  127;
  260,20061022,  116;
  260,20061023,  111;
  260,20061024,   92;
  260,20061025,   71;
  260,20061026,  134;
  260,20061027,   92;
  260,20061028,   65;
  260,20061029,   61;
  260,20061030,   58;
  260,20061031,   81;
  260,20061101,   13;
  260,20061102,    4;
  260,20061103,    5;
  260,20061104,   41;
  260,20061105,  100;
  260,20061106,   97;
  260,20061107,   14;
  260,20061108,   16;
  260,20061109,   38;
  260,20061110,   12;
  260,20061111,   62;
  260,20061112,   57;
  260,20061113,   73;
  260,20061114,  100;
  260,20061115,  103;
  260,20061116,  110;
  260,20061117,   93;
  260,20061118,   34;
  260,20061119,   26;
  260,20061120,   49;
  260,20061121,   19;
  260,20061122,   34;
  260,20061123,   78;
  260,20061124,   74;
  260,20061125,   99;
  260,20061126,   74;
  260,20061127,   65;
  260,20061128,   87;
  260,20061129,   61;
  260,20061130,   45;
  260,20061201,   63;
  260,20061202,   73;
  260,20061203,   69;
  260,20061204,   73;
  260,20061205,  108;
  260,20061206,   67;
  260,20061207,   59;
  260,20061208,   76;
  260,20061209,    6;
  260,20061210,   -7;
  260,20061211,   50;
  260,20061212,   32;
  260,20061213,   85;
  260,20061214,   87;
  260,20061215,   49;
  260,20061216,   30;
  260,20061217,   17;
  260,20061218,  -17;
  260,20061219,  -25;
  260,20061220,  -32;
  260,20061221,   48;
  260,20061222,   50;
  260,20061223,   19;
  260,20061224,   13;
  260,20061225,   47;
  260,20061226,   12;
  260,20061227,   -1;
  260,20061228,   11;
  260,20061229,   41;
  260,20061230,   71;
  260,20061231,   84;
  260,20070101,   55;
  260,20070102,   33;
  260,20070103,   28;
  260,20070104,   78;
  260,20070105,   62;
  260,20070106,   56;
  260,20070107,   60;
  260,20070108,   81;
  260,20070109,  118;
  260,20070110,   71;
  260,20070111,   56;
  260,20070112,   77;
  260,20070113,   99;
  260,20070114,   33;
  260,20070115,   34;
  260,20070116,   40;
  260,20070117,   78;
  260,20070118,   76;
  260,20070119,   88;
  260,20070120,   66;
  260,20070121,   37;
  260,20070122,  -40;
  260,20070123,  -53;
  260,20070124,  -41;
  260,20070125,  -44;
  260,20070126,  -13;
  260,20070127,   10;
  260,20070128,   59;
  260,20070129,   73;
  260,20070130,   70;
  260,20070131,   56;
  260,20070201,   71;
  260,20070202,   29;
  260,20070203,    7;
  260,20070204,  -13;
  260,20070205,  -19;
  260,20070206,  -23;
  260,20070207,  -23;
  260,20070208,  -27;
  260,20070209,   10;
  260,20070210,   10;
  260,20070211,   59;
  260,20070212,   65;
  260,20070213,   54;
  260,20070214,   47;
  260,20070215,   23;
  260,20070216,   41;
  260,20070217,   21;
  260,20070218,    9;
  260,20070219,   31;
  260,20070220,   48;
  260,20070221,   56;
  260,20070222,   40;
  260,20070223,   61;
  260,20070224,   78;
  260,20070225,   66;
  260,20070226,   55;
  260,20070227,   46;
  260,20070228,   83;
  260,20070301,   51;
  260,20070302,    8;
  260,20070303,   28;
  260,20070304,   31;
  260,20070305,   71;
  260,20070306,   80;
  260,20070307,   72;
  260,20070308,   27;
  260,20070309,   44;
  260,20070310,   17;
  260,20070311,   42;
  260,20070312,   23;
  260,20070313,   13;
  260,20070314,   -5;
  260,20070315,   -9;
  260,20070316,   66;
  260,20070317,   91;
  260,20070318,   31;
  260,20070319,    0;
  260,20070320,  -10;
  260,20070321,   16;
  260,20070322,   42;
  260,20070323,   41;
  260,20070324,   49;
  260,20070325,   68;
  260,20070326,   68;
  260,20070327,   54;
  260,20070328,   40;
  260,20070329,   23;
  260,20070330,   54;
  260,20070331,   62;
  260,20070401,   68;
  260,20070402,   58;
  260,20070403,   50;
  260,20070404,    9;
  260,20070405,   -2;
  260,20070406,   26;
  260,20070407,   43;
  260,20070408,    4;
  260,20070409,   70;
  260,20070410,   91;
  260,20070411,   82;
  260,20070412,   70;
  260,20070413,   90;
  260,20070414,  102;
  260,20070415,   86;
  260,20070416,   77;
  260,20070417,   57;
  260,20070418,   45;
  260,20070419,   14;
  260,20070420,   30;
  260,20070421,   12;
  260,20070422,    3;
  260,20070423,   64;
  260,20070424,  105;
  260,20070425,  116;
  260,20070426,  116;
  260,20070427,  112;
  260,20070428,  110;
  260,20070429,  110;
  260,20070430,   69;
  260,20070501,   90;
  260,20070502,   69;
  260,20070503,   77;
  260,20070504,   80;
  260,20070505,   70;
  260,20070506,   63;
  260,20070507,  115;
  260,20070508,   87;
  260,20070509,  108;
  260,20070510,  107;
  260,20070511,  103;
  260,20070512,  105;
  260,20070513,  111;
  260,20070514,   97;
  260,20070515,   70;
  260,20070516,   87;
  260,20070517,   63;
  260,20070518,   58;
  260,20070519,   71;
  260,20070520,   52;
  260,20070521,  138;
  260,20070522,   79;
  260,20070523,   62;
  260,20070524,   92;
  260,20070525,  117;
  260,20070526,  119;
  260,20070527,  111;
  260,20070528,  110;
  260,20070529,   79;
  260,20070530,   71;
  260,20070531,  113;
  260,20070601,  104;
  260,20070602,  105;
  260,20070603,  135;
  260,20070604,  126;
  260,20070605,  151;
  260,20070606,  145;
  260,20070607,  149;
  260,20070608,  171;
  260,20070609,  148;
  260,20070610,  150;
  260,20070611,  150;
  260,20070612,  145;
  260,20070613,  135;
  260,20070614,  127;
  260,20070615,  160;
  260,20070616,  139;
  260,20070617,  138;
  260,20070618,  120;
  260,20070619,  100;
  260,20070620,  126;
  260,20070621,  124;
  260,20070622,  123;
  260,20070623,  135;
  260,20070624,  128;
  260,20070625,  113;
  260,20070626,   98;
  260,20070627,   83;
  260,20070628,  120;
  260,20070629,  126;
  260,20070630,  140;
  260,20070701,  155;
  260,20070702,  142;
  260,20070703,  136;
  260,20070704,  120;
  260,20070705,  125;
  260,20070706,  132;
  260,20070707,  112;
  260,20070708,   92;
  260,20070709,   98;
  260,20070710,   83;
  260,20070711,  108;
  260,20070712,  120;
  260,20070713,  169;
  260,20070714,  137;
  260,20070715,  135;
  260,20070716,  166;
  260,20070717,  158;
  260,20070718,  116;
  260,20070719,  104;
  260,20070720,  137;
  260,20070721,  120;
  260,20070722,  102;
  260,20070723,   91;
  260,20070724,  125;
  260,20070725,  119;
  260,20070726,  161;
  260,20070727,  149;
  260,20070728,  145;
  260,20070729,  105;
  260,20070730,  108;
  260,20070731,   86;
  260,20070801,   76;
  260,20070802,  108;
  260,20070803,  111;
  260,20070804,  110;
  260,20070805,  138;
  260,20070806,  175;
  260,20070807,  150;
  260,20070808,  129;
  260,20070809,  145;
  260,20070810,  129;
  260,20070811,  101;
  260,20070812,   83;
  260,20070813,  113;
  260,20070814,  109;
  260,20070815,  172;
  260,20070816,  127;
  260,20070817,  111;
  260,20070818,  101;
  260,20070819,  142;
  260,20070820,  129;
  260,20070821,  119;
  260,20070822,  131;
  260,20070823,  127;
  260,20070824,  126;
  260,20070825,  126;
  260,20070826,  101;
  260,20070827,   93;
  260,20070828,   87;
  260,20070829,   65;
  260,20070830,   62;
  260,20070831,  148;
  260,20070901,  123;
  260,20070902,  149;
  260,20070903,   83;
  260,20070904,   61;
  260,20070905,   47;
  260,20070906,  127;
  260,20070907,  109;
  260,20070908,  102;
  260,20070909,  111;
  260,20070910,  122;
  260,20070911,   81;
  260,20070912,   74;
  260,20070913,   72;
  260,20070914,   58;
  260,20070915,   59;
  260,20070916,   78;
  260,20070917,  113;
  260,20070918,   57;
  260,20070919,   52;
  260,20070920,  125;
  260,20070921,  111;
  260,20070922,   93;
  260,20070923,   79;
  260,20070924,  100;
  260,20070925,   90;
  260,20070926,   72;
  260,20070927,   78;
  260,20070928,  122;
  260,20070929,  116;
  260,20070930,   62;
  260,20071001,   61;
  260,20071002,  105;
  260,20071003,  118;
  260,20071004,   58;
  260,20071005,   41;
  260,20071006,   67;
  260,20071007,   47;
  260,20071008,   37;
  260,20071009,  100;
  260,20071010,   84;
  260,20071011,   46;
  260,20071012,  111;
  260,20071013,   70;
  260,20071014,   48;
  260,20071015,   62;
  260,20071016,  104;
  260,20071017,   71;
  260,20071018,   60;
  260,20071019,   48;
  260,20071020,   -6;
  260,20071021,   27;
  260,20071022,    8;
  260,20071023,  -14;
  260,20071024,   19;
  260,20071025,   70;
  260,20071026,   77;
  260,20071027,   77;
  260,20071028,   89;
  260,20071029,   59;
  260,20071030,   27;
  260,20071031,   16;
  260,20071101,  115;
  260,20071102,  123;
  260,20071103,   69;
  260,20071104,   67;
  260,20071105,   75;
  260,20071106,   58;
  260,20071107,   85;
  260,20071108,   57;
  260,20071109,   29;
  260,20071110,   55;
  260,20071111,   36;
  260,20071112,   20;
  260,20071113,   24;
  260,20071114,    3;
  260,20071115,  -29;
  260,20071116,  -25;
  260,20071117,  -19;
  260,20071118,  -26;
  260,20071119,   25;
  260,20071120,   48;
  260,20071121,   60;
  260,20071122,   40;
  260,20071123,    6;
  260,20071124,   -6;
  260,20071125,   32;
  260,20071126,   22;
  260,20071127,   10;
  260,20071128,   47;
  260,20071129,   50;
  260,20071130,   28;
  260,20071201,   74;
  260,20071202,   68;
  260,20071203,   26;
  260,20071204,   40;
  260,20071205,   98;
  260,20071206,   80;
  260,20071207,   71;
  260,20071208,   42;
  260,20071209,   66;
  260,20071210,   51;
  260,20071211,    1;
  260,20071212,  -10;
  260,20071213,  -18;
  260,20071214,  -24;
  260,20071215,  -17;
  260,20071216,  -36;
  260,20071217,  -25;
  260,20071218,  -34;
  260,20071219,  -44;
  260,20071220,  -47;
  260,20071221,  -57;
  260,20071222,  -69;
  260,20071223,  -34;
  260,20071224,   -4;
  260,20071225,    8;
  260,20071226,   29;
  260,20071227,   32;
  260,20071228,   54;
  260,20071229,   41;
  260,20071230,    0;
  260,20071231,  -10;
  260,20080101,   -6;
  260,20080102,  -24;
  260,20080103,  -18;
  260,20080104,   15;
  260,20080105,   46;
  260,20080106,   14;
  260,20080107,   36;
  260,20080108,   42;
  260,20080109,   46;
  260,20080110,   46;
  260,20080111,   84;
  260,20080112,   28;
  260,20080113,   25;
  260,20080114,   23;
  260,20080115,   71;
  260,20080116,   16;
  260,20080117,    8;
  260,20080118,   74;
  260,20080119,   97;
  260,20080120,  104;
  260,20080121,   87;
  260,20080122,    4;
  260,20080123,   23;
  260,20080124,   32;
  260,20080125,   24;
  260,20080126,   61;
  260,20080127,   76;
  260,20080128,   71;
  260,20080129,   57;
  260,20080130,    6;
  260,20080131,   14;
  260,20080201,   19;
  260,20080202,    4;
  260,20080203,    9;
  260,20080204,   33;
  260,20080205,   37;
  260,20080206,   15;
  260,20080207,   -8;
  260,20080208,   27;
  260,20080209,    9;
  260,20080210,   -3;
  260,20080211,  -13;
  260,20080212,  -23;
  260,20080213,   -8;
  260,20080214,    5;
  260,20080215,  -17;
  260,20080216,  -37;
  260,20080217,  -69;
  260,20080218,  -59;
  260,20080219,  -12;
  260,20080220,  -15;
  260,20080221,   24;
  260,20080222,   85;
  260,20080223,   44;
  260,20080224,   83;
  260,20080225,   41;
  260,20080226,   72;
  260,20080227,   33;
  260,20080228,   19;
  260,20080229,   19;
  260,20080301,   79;
  260,20080302,   60;
  260,20080303,   14;
  260,20080304,   -9;
  260,20080305,  -17;
  260,20080306,   45;
  260,20080307,   22;
  260,20080308,   20;
  260,20080309,   51;
  260,20080310,   38;
  260,20080311,   49;
  260,20080312,   58;
  260,20080313,   57;
  260,20080314,   17;
  260,20080315,    4;
  260,20080316,   56;
  260,20080317,    7;
  260,20080318,   -9;
  260,20080319,    7;
  260,20080320,   21;
  260,20080321,    6;
  260,20080322,  -10;
  260,20080323,  -44;
  260,20080324,   -6;
  260,20080325,  -24;
  260,20080326,   -6;
  260,20080327,  -16;
  260,20080328,    3;
  260,20080329,   66;
  260,20080330,   81;
  260,20080331,   47;
  260,20080401,   37;
  260,20080402,   48;
  260,20080403,   60;
  260,20080404,   58;
  260,20080405,   22;
  260,20080406,  -18;
  260,20080407,  -23;
  260,20080408,  -17;
  260,20080409,  -25;
  260,20080410,  -15;
  260,20080411,   16;
  260,20080412,   35;
  260,20080413,   35;
  260,20080414,   23;
  260,20080415,   -7;
  260,20080416,  -27;
  260,20080417,  -15;
  260,20080418,   42;
  260,20080419,   51;
  260,20080420,   76;
  260,20080421,   66;
  260,20080422,   65;
  260,20080423,   91;
  260,20080424,   71;
  260,20080425,   55;
  260,20080426,   85;
  260,20080427,  108;
  260,20080428,   99;
  260,20080429,   86;
  260,20080430,   77;
  260,20080501,   59;
  260,20080502,   37;
  260,20080503,   31;
  260,20080504,   88;
  260,20080505,   83;
  260,20080506,   97;
  260,20080507,  109;
  260,20080508,  111;
  260,20080509,  102;
  260,20080510,  119;
  260,20080511,   91;
  260,20080512,  108;
  260,20080513,  108;
  260,20080514,  122;
  260,20080515,  128;
  260,20080516,  114;
  260,20080517,   97;
  260,20080518,   42;
  260,20080519,   19;
  260,20080520,   15;
  260,20080521,   54;
  260,20080522,   73;
  260,20080523,  103;
  260,20080524,  121;
  260,20080525,  123;
  260,20080526,  125;
  260,20080527,  120;
  260,20080528,  122;
  260,20080529,  119;
  260,20080530,  121;
  260,20080531,  119;
  260,20080601,  126;
  260,20080602,  145;
  260,20080603,  135;
  260,20080604,  119;
  260,20080605,  135;
  260,20080606,  135;
  260,20080607,  126;
  260,20080608,  138;
  260,20080609,  115;
  260,20080610,  106;
  260,20080611,   98;
  260,20080612,   88;
  260,20080613,   79;
  260,20080614,   76;
  260,20080615,   54;
  260,20080616,   42;
  260,20080617,   40;
  260,20080618,   81;
  260,20080619,  129;
  260,20080620,  112;
  260,20080621,  128;
  260,20080622,  139;
  260,20080623,   77;
  260,20080624,   57;
  260,20080625,  130;
  260,20080626,  115;
  260,20080627,  124;
  260,20080628,  149;
  260,20080629,  134;
  260,20080630,  105;
  260,20080701,   87;
  260,20080702,  139;
  260,20080703,  156;
  260,20080704,   97;
  260,20080705,   86;
  260,20080706,  141;
  260,20080707,  138;
  260,20080708,  114;
  260,20080709,  106;
  260,20080710,  143;
  260,20080711,  136;
  260,20080712,  116;
  260,20080713,  103;
  260,20080714,   77;
  260,20080715,  143;
  260,20080716,  146;
  260,20080717,  136;
  260,20080718,  138;
  260,20080719,  130;
  260,20080720,  113;
  260,20080721,  116;
  260,20080722,  125;
  260,20080723,  135;
  260,20080724,  134;
  260,20080725,  154;
  260,20080726,  173;
  260,20080727,  170;
  260,20080728,  201;
  260,20080729,  149;
  260,20080730,  145;
  260,20080731,  171;
  260,20080801,  155;
  260,20080802,  131;
  260,20080803,  159;
  260,20080804,  153;
  260,20080805,  149;
  260,20080806,  175;
  260,20080807,  165;
  260,20080808,  121;
  260,20080809,  118;
  260,20080810,  153;
  260,20080811,  134;
  260,20080812,  129;
  260,20080813,  134;
  260,20080814,   95;
  260,20080815,   83;
  260,20080816,   68;
  260,20080817,  132;
  260,20080818,  135;
  260,20080819,  148;
  260,20080820,  142;
  260,20080821,  141;
  260,20080822,   90;
  260,20080823,  107;
  260,20080824,   89;
  260,20080825,  144;
  260,20080826,  165;
  260,20080827,  156;
  260,20080828,  164;
  260,20080829,  118;
  260,20080830,  118;
  260,20080831,  134;
  260,20080901,  131;
  260,20080902,  114;
  260,20080903,  111;
  260,20080904,  119;
  260,20080905,  127;
  260,20080906,  146;
  260,20080907,  137;
  260,20080908,  110;
  260,20080909,  100;
  260,20080910,  147;
  260,20080911,  147;
  260,20080912,  139;
  260,20080913,   87;
  260,20080914,   64;
  260,20080915,   83;
  260,20080916,   75;
  260,20080917,   68;
  260,20080918,   37;
  260,20080919,   39;
  260,20080920,   32;
  260,20080921,   57;
  260,20080922,  100;
  260,20080923,  121;
  260,20080924,   94;
  260,20080925,   77;
  260,20080926,   56;
  260,20080927,   32;
  260,20080928,   37;
  260,20080929,   90;
  260,20080930,  107;
  260,20081001,   92;
  260,20081002,   69;
  260,20081003,   40;
  260,20081004,   36;
  260,20081005,   93;
  260,20081006,   90;
  260,20081007,  108;
  260,20081008,   53;
  260,20081009,   35;
  260,20081010,   47;
  260,20081011,   97;
  260,20081012,  120;
  260,20081013,  102;
  260,20081014,  135;
  260,20081015,  116;
  260,20081016,   78;
  260,20081017,   37;
  260,20081018,   42;
  260,20081019,   92;
  260,20081020,   83;
  260,20081021,   50;
  260,20081022,   38;
  260,20081023,   43;
  260,20081024,   33;
  260,20081025,   21;
  260,20081026,  104;
  260,20081027,   44;
  260,20081028,   -8;
  260,20081029,  -19;
  260,20081030,  -19;
  260,20081031,   15;
  260,20081101,   51;
  260,20081102,   34;
  260,20081103,   53;
  260,20081104,   46;
  260,20081105,   75;
  260,20081106,   82;
  260,20081107,   51;
  260,20081108,   53;
  260,20081109,   88;
  260,20081110,  104;
  260,20081111,   71;
  260,20081112,   61;
  260,20081113,   47;
  260,20081114,   83;
  260,20081115,  102;
  260,20081116,   23;
  260,20081117,   15;
  260,20081118,   52;
  260,20081119,   72;
  260,20081120,   68;
  260,20081121,    8;
  260,20081122,    4;
  260,20081123,   -2;
  260,20081124,  -17;
  260,20081125,  -19;
  260,20081126,  -23;
  260,20081127,   50;
  260,20081128,   32;
  260,20081129,  -19;
  260,20081130,  -22;
  260,20081201,   18;
  260,20081202,    9;
  260,20081203,   -7;
  260,20081204,    4;
  260,20081205,   23;
  260,20081206,   28;
  260,20081207,    1;
  260,20081208,    0;
  260,20081209,   -3;
  260,20081210,  -18;
  260,20081211,   17;
  260,20081212,   -8;
  260,20081213,  -24;
  260,20081214,    0;
  260,20081215,  -15;
  260,20081216,  -15;
  260,20081217,   -8;
  260,20081218,  -16;
  260,20081219,   46;
  260,20081220,   62;
  260,20081221,   65;
  260,20081222,   10;
  260,20081223,   19;
  260,20081224,   37;
  260,20081225,    4;
  260,20081226,  -30;
  260,20081227,  -44;
  260,20081228,  -51;
  260,20081229,  -58;
  260,20081230,  -79;
  260,20081231,  -87;
  260,20090101,  -28;
  260,20090102,  -72;
  260,20090103,  -89;
  260,20090104,   13;
  260,20090105,  -46;
  260,20090106,  -96;
  260,20090107,  -67;
  260,20090108,  -73;
  260,20090109, -103;
  260,20090110, -105;
  260,20090111,  -60;
  260,20090112,   14;
  260,20090113,   39;
  260,20090114,   25;
  260,20090115,   10;
  260,20090116,    1;
  260,20090117,   28;
  260,20090118,   21;
  260,20090119,   21;
  260,20090120,   18;
  260,20090121,   12;
  260,20090122,   16;
  260,20090123,   37;
  260,20090124,    9;
  260,20090125,   -2;
  260,20090126,  -23;
  260,20090127,  -41;
  260,20090128,  -47;
  260,20090129,  -39;
  260,20090130,  -44;
  260,20090131,  -26;
  260,20090201,  -25;
  260,20090202,  -19;
  260,20090203,    3;
  260,20090204,    0;
  260,20090205,   -5;
  260,20090206,   10;
  260,20090207,   11;
  260,20090208,   -7;
  260,20090209,   -3;
  260,20090210,   12;
  260,20090211,  -10;
  260,20090212,   -9;
  260,20090213,    4;
  260,20090214,  -42;
  260,20090215,  -45;
  260,20090216,   47;
  260,20090217,   -9;
  260,20090218,  -33;
  260,20090219,  -20;
  260,20090220,   40;
  260,20090221,   31;
  260,20090222,   54;
  260,20090223,   39;
  260,20090224,   18;
  260,20090225,   25;
  260,20090226,   55;
  260,20090227,   62;
  260,20090228,   20;
  260,20090301,   -7;
  260,20090302,   20;
  260,20090303,   18;
  260,20090304,   44;
  260,20090305,    3;
  260,20090306,   21;
  260,20090307,  -32;
  260,20090308,   28;
  260,20090309,   29;
  260,20090310,   45;
  260,20090311,   30;
  260,20090312,   63;
  260,20090313,   42;
  260,20090314,   72;
  260,20090315,   61;
  260,20090316,   64;
  260,20090317,   -1;
  260,20090318,  -16;
  260,20090319,   33;
  260,20090320,  -11;
  260,20090321,  -31;
  260,20090322,   49;
  260,20090323,   40;
  260,20090324,   27;
  260,20090325,   37;
  260,20090326,   49;
  260,20090327,   49;
  260,20090328,   45;
  260,20090329,   12;
  260,20090330,   -4;
  260,20090331,  -17;
  260,20090401,   41;
  260,20090402,   59;
  260,20090403,   42;
  260,20090404,   64;
  260,20090405,   63;
  260,20090406,   40;
  260,20090407,   74;
  260,20090408,   33;
  260,20090409,   29;
  260,20090410,  114;
  260,20090411,  116;
  260,20090412,   86;
  260,20090413,   69;
  260,20090414,   65;
  260,20090415,   91;
  260,20090416,   98;
  260,20090417,   86;
  260,20090418,   51;
  260,20090419,   59;
  260,20090420,   39;
  260,20090421,   56;
  260,20090422,   53;
  260,20090423,   45;
  260,20090424,   39;
  260,20090425,   77;
  260,20090426,  101;
  260,20090427,   83;
  260,20090428,   32;
  260,20090429,   24;
  260,20090430,   28;
  260,20090501,   73;
  260,20090502,   57;
  260,20090503,   46;
  260,20090504,   24;
  260,20090505,   90;
  260,20090506,  106;
  260,20090507,   85;
  260,20090508,   79;
  260,20090509,   53;
  260,20090510,   52;
  260,20090511,   62;
  260,20090512,   50;
  260,20090513,  107;
  260,20090514,  128;
  260,20090515,   89;
  260,20090516,   73;
  260,20090517,  100;
  260,20090518,   94;
  260,20090519,   73;
  260,20090520,   66;
  260,20090521,   71;
  260,20090522,   60;
  260,20090523,  109;
  260,20090524,   92;
  260,20090525,   91;
  260,20090526,   96;
  260,20090527,   80;
  260,20090528,  102;
  260,20090529,   69;
  260,20090530,   83;
  260,20090531,  124;
  260,20090601,  126;
  260,20090602,  117;
  260,20090603,  102;
  260,20090604,   72;
  260,20090605,   50;
  260,20090606,   53;
  260,20090607,   70;
  260,20090608,   80;
  260,20090609,  121;
  260,20090610,  118;
  260,20090611,   97;
  260,20090612,   64;
  260,20090613,   45;
  260,20090614,  133;
  260,20090615,  109;
  260,20090616,   88;
  260,20090617,   73;
  260,20090618,  147;
  260,20090619,  125;
  260,20090620,  109;
  260,20090621,   80;
  260,20090622,   79;
  260,20090623,   75;
  260,20090624,  109;
  260,20090625,  133;
  260,20090626,  137;
  260,20090627,  161;
  260,20090628,  170;
  260,20090629,  159;
  260,20090630,  163;
  260,20090701,  158;
  260,20090702,  166;
  260,20090703,  177;
  260,20090704,  138;
  260,20090705,  123;
  260,20090706,  149;
  260,20090707,  133;
  260,20090708,  133;
  260,20090709,  126;
  260,20090710,  122;
  260,20090711,  111;
  260,20090712,  146;
  260,20090713,  130;
  260,20090714,  120;
  260,20090715,  146;
  260,20090716,  133;
  260,20090717,  158;
  260,20090718,  143;
  260,20090719,  135;
  260,20090720,  131;
  260,20090721,  112;
  260,20090722,  155;
  260,20090723,  150;
  260,20090724,  139;
  260,20090725,  114;
  260,20090726,  103;
  260,20090727,  139;
  260,20090728,  138;
  260,20090729,  139;
  260,20090730,  101;
  260,20090731,   91;
  260,20090801,  104;
  260,20090802,   96;
  260,20090803,   90;
  260,20090804,   91;
  260,20090805,  121;
  260,20090806,  150;
  260,20090807,  155;
  260,20090808,  138;
  260,20090809,  111;
  260,20090810,  106;
  260,20090811,  151;
  260,20090812,  144;
  260,20090813,  110;
  260,20090814,   88;
  260,20090815,  153;
  260,20090816,  130;
  260,20090817,  130;
  260,20090818,  129;
  260,20090819,  133;
  260,20090820,  163;
  260,20090821,  136;
  260,20090822,  101;
  260,20090823,   87;
  260,20090824,  151;
  260,20090825,  107;
  260,20090826,  103;
  260,20090827,  151;
  260,20090828,  105;
  260,20090829,  113;
  260,20090830,  126;
  260,20090831,  120;
  260,20090901,  149;
  260,20090902,  135;
  260,20090903,  131;
  260,20090904,  121;
  260,20090905,  131;
  260,20090906,  105;
  260,20090907,  106;
  260,20090908,  111;
  260,20090909,  141;
  260,20090910,  102;
  260,20090911,   71;
